UniqueID,Suburb,Restaurant Type,Online Order Facility,Dine-in Facility,Avg Approx Cost (For Two People),Avg Rating,Avg Votes,Restaurant Count,Latitude,Longitude
ZM1377,Kammanahalli,Cafes,Yes,Yes,792.8571428571429,4.171428571428572,810.1428571428571,7,12.858306884765625,77.60430908203125
ZM1378,Kammanahalli,Delivery,No,No,364.54545454545456,3.5185185185185186,32.795,200,12.858306884765625,77.60430908203125
ZM1379,Kammanahalli,Delivery,No,Yes,1100.0,4.133333333333334,504.7142857142857,7,12.858306884765625,77.60430908203125
ZM1380,Kammanahalli,Delivery,Yes,No,432.1016166281755,3.5776595744680852,111.29099307159353,433,12.858306884765625,77.60430908203125
ZM1381,Kammanahalli,Delivery,Yes,Yes,952.7777777777778,4.088888888888889,588.6111111111111,36,12.858306884765625,77.60430908203125
ZM1382,Kammanahalli,Desserts,No,No,377.67857142857144,3.7083333333333335,49.482142857142854,56,12.858306884765625,77.60430908203125
ZM1383,Kammanahalli,Desserts,No,Yes,850.0,,0.0,1,12.858306884765625,77.60430908203125
ZM1384,Kammanahalli,Desserts,Yes,No,364.86486486486484,3.753333333333333,71.54054054054055,37,12.858306884765625,77.60430908203125
ZM1385,Kammanahalli,Desserts,Yes,Yes,725.0,4.4,501.0,2,12.858306884765625,77.60430908203125
ZM1386,Kammanahalli,Dine-out,No,No,382.69565217391306,3.5034246575342465,39.273109243697476,238,12.858306884765625,77.60430908203125
ZM1387,Kammanahalli,Dine-out,No,Yes,1196.1538461538462,4.130769230769231,752.3076923076923,13,12.858306884765625,77.60430908203125
ZM1388,Kammanahalli,Dine-out,Yes,No,469.2118226600985,3.624338624338624,148.3793103448276,203,12.858306884765625,77.60430908203125
ZM1389,Kammanahalli,Dine-out,Yes,Yes,1015.625,4.0875,647.03125,32,12.858306884765625,77.60430908203125
ZM1390,Kammanahalli,Drinks & Night Life,No,No,966.6666666666666,3.5666666666666664,82.16666666666667,6,12.858306884765625,77.60430908203125
ZM1391,Kammanahalli,Drinks & Night Life,No,Yes,1450.0,4.05,382.75,4,12.858306884765625,77.60430908203125
ZM1392,Kammanahalli,Drinks & Night Life,Yes,No,1200.0,3.9,248.0,1,12.858306884765625,77.60430908203125
ZM1393,Kammanahalli,Drinks & Night Life,Yes,Yes,1480.0,4.16,1091.4,5,12.858306884765625,77.60430908203125
ZM1394,Koramangala 4th Block,Buffet,No,No,1040.0,3.8200000000000003,1191.0,7,12.939313888549805,77.61576080322266
ZM1395,Koramangala 4th Block,Buffet,No,Yes,1464.2857142857142,4.230769230769231,1660.5714285714287,14,12.939313888549805,77.61576080322266
ZM1396,Koramangala 4th Block,Buffet,Yes,No,878.5714285714286,3.9285714285714284,1299.2857142857142,7,12.939313888549805,77.61576080322266
ZM1397,Koramangala 4th Block,Buffet,Yes,Yes,1205.8823529411766,4.264705882352941,1696.4117647058824,17,12.939313888549805,77.61576080322266
ZM1398,Koramangala 4th Block,Cafes,No,No,573.75,3.8756756756756756,923.5714285714286,42,12.939313888549805,77.61576080322266
ZM1399,Koramangala 4th Block,Cafes,No,Yes,980.0,4.279999999999999,1010.8,5,12.939313888549805,77.61576080322266
ZM1400,Koramangala 4th Block,Cafes,Yes,No,592.0454545454545,3.9785714285714286,451.1136363636364,44,12.939313888549805,77.61576080322266
ZM1401,Koramangala 4th Block,Cafes,Yes,Yes,758.8235294117648,4.188235294117647,1496.1764705882354,17,12.939313888549805,77.61576080322266
ZM1402,Koramangala 4th Block,Delivery,No,No,387.9008746355685,3.5540669856459326,150.77247191011236,356,12.939313888549805,77.61576080322266
ZM1403,Koramangala 4th Block,Delivery,No,Yes,991.6666666666666,4.2125,1189.6666666666667,18,12.939313888549805,77.61576080322266
ZM1404,Koramangala 4th Block,Delivery,Yes,No,419.746835443038,3.6714285714285717,175.74391431353456,1027,12.939313888549805,77.61576080322266
ZM1405,Koramangala 4th Block,Delivery,Yes,Yes,984.5,4.117708333333334,936.05,100,12.939313888549805,77.61576080322266
ZM1406,Koramangala 4th Block,Desserts,No,No,345.94594594594594,3.671698113207547,80.52,75,12.939313888549805,77.61576080322266
ZM1407,Koramangala 4th Block,Desserts,Yes,No,388.5542168674699,3.94,198.86746987951807,83,12.939313888549805,77.61576080322266
ZM1408,Koramangala 4th Block,Desserts,Yes,Yes,1031.25,4.1875,1009.125,8,12.939313888549805,77.61576080322266
ZM1409,Koramangala 4th Block,Dine-out,No,No,441.69054441260744,3.571784232365145,207.0782122905028,358,12.939313888549805,77.61576080322266
ZM1410,Koramangala 4th Block,Dine-out,No,Yes,1300.78125,4.280327868852459,1494.34375,64,12.939313888549805,77.61576080322266
ZM1411,Koramangala 4th Block,Dine-out,Yes,No,474.11167512690355,3.7260623229461753,277.9263959390863,394,12.939313888549805,77.61576080322266
ZM1412,Koramangala 4th Block,Dine-out,Yes,Yes,1008.5365853658536,4.162195121951219,1098.4146341463415,82,12.939313888549805,77.61576080322266
ZM1413,Koramangala 4th Block,Drinks & Night Life,No,No,1350.0,3.70625,540.125,16,12.939313888549805,77.61576080322266
ZM1414,Koramangala 4th Block,Drinks & Night Life,No,Yes,1335.9375,4.296666666666667,1785.0625,32,12.939313888549805,77.61576080322266
ZM1415,Koramangala 4th Block,Drinks & Night Life,Yes,No,1133.3333333333333,3.9333333333333336,1611.0,3,12.939313888549805,77.61576080322266
ZM1416,Koramangala 4th Block,Drinks & Night Life,Yes,Yes,1370.0,4.16,1367.5,10,12.939313888549805,77.61576080322266
ZM1417,Koramangala 5th Block,Buffet,No,No,1450.0,3.9,1981.5,4,12.933952331542969,77.62245178222656
ZM1418,Koramangala 5th Block,Buffet,No,Yes,1342.857142857143,4.246153846153846,1652.9285714285713,14,12.933952331542969,77.62245178222656
ZM1419,Koramangala 5th Block,Buffet,Yes,No,790.0,3.8499999999999996,1565.2,5,12.933952331542969,77.62245178222656
ZM1420,Koramangala 5th Block,Buffet,Yes,Yes,1213.3333333333333,4.293333333333334,1896.8,15,12.933952331542969,77.62245178222656
ZM1421,Koramangala 5th Block,Cafes,No,No,737.5,4.2153846153846155,2580.6153846153848,13,12.933952331542969,77.62245178222656
ZM1422,Koramangala 5th Block,Cafes,No,Yes,850.0,4.4,1009.5,2,12.933952331542969,77.62245178222656
ZM1423,Koramangala 5th Block,Cafes,Yes,No,635.0,4.0,648.65,20,12.933952331542969,77.62245178222656
ZM1424,Koramangala 5th Block,Cafes,Yes,Yes,815.0,4.26,1933.1,10,12.933952331542969,77.62245178222656
ZM1425,Koramangala 5th Block,Delivery,No,No,376.7292225201072,3.5440366972477064,141.74739583333334,384,12.933952331542969,77.62245178222656
ZM1426,Koramangala 5th Block,Delivery,No,Yes,1056.6666666666667,4.269230769230769,1269.8666666666666,15,12.933952331542969,77.62245178222656
ZM1427,Koramangala 5th Block,Delivery,Yes,No,413.7065637065637,3.6779755283648496,168.246138996139,1036,12.933952331542969,77.62245178222656
ZM1428,Koramangala 5th Block,Delivery,Yes,Yes,996.1111111111111,4.139325842696629,1080.9333333333334,90,12.933952331542969,77.62245178222656
ZM1429,Koramangala 5th Block,Desserts,No,No,351.2345679012346,3.7196428571428575,109.56626506024097,83,12.933952331542969,77.62245178222656
ZM1430,Koramangala 5th Block,Desserts,Yes,No,387.6470588235294,4.002857142857143,204.8235294117647,85,12.933952331542969,77.62245178222656
ZM1431,Koramangala 5th Block,Desserts,Yes,Yes,930.0,4.220000000000001,1751.4,10,12.933952331542969,77.62245178222656
ZM1432,Koramangala 5th Block,Dine-out,No,No,420.78880407124683,3.5614173228346457,185.1125,400,12.933952331542969,77.62245178222656
ZM1433,Koramangala 5th Block,Dine-out,No,Yes,1231.132075471698,4.29,1653.433962264151,53,12.933952331542969,77.62245178222656
ZM1434,Koramangala 5th Block,Dine-out,Yes,No,467.58793969849245,3.7226361031518627,270.3467336683417,398,12.933952331542969,77.62245178222656
ZM1435,Koramangala 5th Block,Dine-out,Yes,Yes,1019.078947368421,4.178947368421053,1156.5,76,12.933952331542969,77.62245178222656
ZM1436,Koramangala 5th Block,Drinks & Night Life,No,No,1350.0,3.6666666666666665,514.3125,16,12.933952331542969,77.62245178222656
ZM1437,Koramangala 5th Block,Drinks & Night Life,No,Yes,1327.5862068965516,4.285185185185186,1777.0344827586207,29,12.933952331542969,77.62245178222656
ZM1438,Koramangala 5th Block,Drinks & Night Life,Yes,No,1133.3333333333333,3.9333333333333336,1611.3333333333333,3,12.933952331542969,77.62245178222656
ZM1439,Koramangala 5th Block,Drinks & Night Life,Yes,Yes,1370.0,4.16,1370.8,10,12.933952331542969,77.62245178222656
ZM1440,Koramangala 5th Block,Pubs and bars,No,No,1170.8333333333333,3.6473684210526316,259.4166666666667,24,12.933952331542969,77.62245178222656
ZM1441,Koramangala 5th Block,Pubs and bars,No,Yes,1265.2173913043478,4.322727272727272,2431.5652173913045,23,12.933952331542969,77.62245178222656
ZM1442,Koramangala 5th Block,Pubs and bars,Yes,No,833.3333333333334,3.6,46.333333333333336,3,12.933952331542969,77.62245178222656
ZM1443,Koramangala 5th Block,Pubs and bars,Yes,Yes,1300.0,4.26,1216.4666666666667,15,12.933952331542969,77.62245178222656
ZM1444,Koramangala 6th Block,Buffet,No,No,1333.3333333333333,3.775,1594.4,5,12.936142921447754,77.62519836425781
ZM1445,Koramangala 6th Block,Buffet,No,Yes,1325.0,4.190909090909091,1605.5833333333333,12,12.936142921447754,77.62519836425781
ZM1446,Koramangala 6th Block,Buffet,Yes,No,837.5,3.85,1957.75,4,12.936142921447754,77.62519836425781
ZM1447,Koramangala 6th Block,Buffet,Yes,Yes,1240.0,4.3066666666666675,1902.8,15,12.936142921447754,77.62519836425781
ZM1448,Koramangala 6th Block,Cafes,No,No,577.027027027027,3.8885714285714283,984.4102564102565,39,12.936142921447754,77.62519836425781
ZM1449,Koramangala 6th Block,Cafes,No,Yes,1025.0,4.25,1154.0,4,12.936142921447754,77.62519836425781
ZM1450,Koramangala 6th Block,Cafes,Yes,No,588.3720930232558,3.9799999999999995,435.06976744186045,43,12.936142921447754,77.62519836425781
ZM1451,Koramangala 6th Block,Cafes,Yes,Yes,767.6470588235294,4.211764705882352,1455.8823529411766,17,12.936142921447754,77.62519836425781
ZM1452,Koramangala 6th Block,Delivery,No,No,386.6043613707165,3.5774358974358975,164.42261904761904,336,12.936142921447754,77.62519836425781
ZM1453,Koramangala 6th Block,Delivery,No,Yes,1065.625,4.214285714285714,1295.25,16,12.936142921447754,77.62519836425781
ZM1454,Koramangala 6th Block,Delivery,Yes,No,418.9005235602094,3.6744019138755983,183.5717277486911,955,12.936142921447754,77.62519836425781
ZM1455,Koramangala 6th Block,Delivery,Yes,Yes,1033.3333333333333,4.163953488372093,1147.2528735632184,87,12.936142921447754,77.62519836425781
ZM1456,Koramangala 6th Block,Desserts,No,No,352.56410256410254,3.7,110.13924050632912,79,12.936142921447754,77.62519836425781
ZM1457,Koramangala 6th Block,Desserts,Yes,No,387.95180722891564,4.0,203.80722891566265,83,12.936142921447754,77.62519836425781
ZM1458,Koramangala 6th Block,Desserts,Yes,Yes,930.0,4.220000000000001,1753.2,10,12.936142921447754,77.62519836425781
ZM1459,Koramangala 6th Block,Dine-out,No,No,428.9106145251397,3.5687242798353913,198.56986301369864,365,12.936142921447754,77.62519836425781
ZM1460,Koramangala 6th Block,Dine-out,No,Yes,1258.3333333333333,4.2823529411764705,1696.648148148148,54,12.936142921447754,77.62519836425781
ZM1461,Koramangala 6th Block,Dine-out,Yes,No,465.8469945355191,3.7235474006116207,280.74863387978144,366,12.936142921447754,77.62519836425781
ZM1462,Koramangala 6th Block,Dine-out,Yes,Yes,1035.3333333333333,4.1866666666666665,1145.8933333333334,75,12.936142921447754,77.62519836425781
ZM1463,Koramangala 6th Block,Drinks & Night Life,No,No,1346.6666666666667,3.6933333333333334,528.2666666666667,15,12.936142921447754,77.62519836425781
ZM1464,Koramangala 6th Block,Drinks & Night Life,No,Yes,1356.6666666666667,4.285714285714286,1842.9333333333334,30,12.936142921447754,77.62519836425781
ZM1465,Koramangala 6th Block,Drinks & Night Life,Yes,No,1133.3333333333333,3.9333333333333336,1615.3333333333333,3,12.936142921447754,77.62519836425781
ZM1466,Koramangala 6th Block,Drinks & Night Life,Yes,Yes,1370.0,4.16,1373.0,10,12.936142921447754,77.62519836425781
ZM1467,Koramangala 7th Block,Buffet,No,No,1450.0,3.9333333333333336,1982.25,4,12.937355041503906,77.61134338378906
ZM1468,Koramangala 7th Block,Buffet,No,Yes,1307.142857142857,4.223076923076923,1483.5,14,12.937355041503906,77.61134338378906
ZM1469,Koramangala 7th Block,Buffet,Yes,No,825.0,3.84,1319.5,6,12.937355041503906,77.61134338378906
ZM1470,Koramangala 7th Block,Buffet,Yes,Yes,1213.3333333333333,4.293333333333334,1900.6666666666667,15,12.937355041503906,77.61134338378906
ZM1471,Koramangala 7th Block,Cafes,No,No,575.6410256410256,3.8971428571428572,961.925,40,12.937355041503906,77.61134338378906
ZM1472,Koramangala 7th Block,Cafes,No,Yes,833.3333333333334,4.333333333333333,948.0,3,12.937355041503906,77.61134338378906
ZM1473,Koramangala 7th Block,Cafes,Yes,No,583.3333333333334,3.968292682926829,417.8888888888889,45,12.937355041503906,77.61134338378906
ZM1474,Koramangala 7th Block,Cafes,Yes,Yes,767.6470588235294,4.211764705882352,1457.5882352941176,17,12.937355041503906,77.61134338378906
ZM1475,Koramangala 7th Block,Delivery,No,No,379.6533333333333,3.5681614349775788,153.35677083333334,384,12.937355041503906,77.61134338378906
ZM1476,Koramangala 7th Block,Delivery,No,Yes,1056.6666666666667,4.269230769230769,1273.4,15,12.937355041503906,77.61134338378906
ZM1477,Koramangala 7th Block,Delivery,Yes,No,410.242954324587,3.672265193370166,168.18950437317784,1029,12.937355041503906,77.61134338378906
ZM1478,Koramangala 7th Block,Delivery,Yes,Yes,998.9690721649484,4.129896907216495,1085.1855670103093,97,12.937355041503906,77.61134338378906
ZM1479,Koramangala 7th Block,Desserts,No,No,342.04545454545456,3.7322033898305085,117.65555555555555,90,12.937355041503906,77.61134338378906
ZM1480,Koramangala 7th Block,Desserts,Yes,No,376.50602409638554,3.967164179104478,198.32530120481928,83,12.937355041503906,77.61134338378906
ZM1481,Koramangala 7th Block,Desserts,Yes,Yes,930.0,4.21,1756.4,10,12.937355041503906,77.61134338378906
ZM1482,Koramangala 7th Block,Dine-out,No,No,412.2823529411765,3.5465034965034965,175.22758620689655,435,12.937355041503906,77.61134338378906
ZM1483,Koramangala 7th Block,Dine-out,No,Yes,1224.5454545454545,4.2846153846153845,1678.1636363636364,55,12.937355041503906,77.61134338378906
ZM1484,Koramangala 7th Block,Dine-out,Yes,No,466.625,3.722689075630252,255.1175,400,12.937355041503906,77.61134338378906
ZM1485,Koramangala 7th Block,Dine-out,Yes,Yes,1023.2876712328767,4.184931506849315,1141.7534246575342,73,12.937355041503906,77.61134338378906
ZM1486,Koramangala 7th Block,Drinks & Night Life,No,No,1325.0,3.6599999999999997,483.5,16,12.937355041503906,77.61134338378906
ZM1487,Koramangala 7th Block,Drinks & Night Life,No,Yes,1309.6774193548388,4.2733333333333325,1715.1935483870968,31,12.937355041503906,77.61134338378906
ZM1488,Koramangala 7th Block,Drinks & Night Life,Yes,No,1100.0,4.05,2361.5,2,12.937355041503906,77.61134338378906
ZM1489,Koramangala 7th Block,Drinks & Night Life,Yes,Yes,1370.0,4.16,1375.6,10,12.937355041503906,77.61134338378906
ZM1490,Koramangala 7th Block,Pubs and bars,No,No,1182.608695652174,3.6611111111111114,248.6086956521739,23,12.937355041503906,77.61134338378906
ZM1491,Koramangala 7th Block,Pubs and bars,No,Yes,1248.0,4.303999999999999,2303.36,25,12.937355041503906,77.61134338378906
ZM1492,Koramangala 7th Block,Pubs and bars,Yes,No,700.0,3.5,9.0,1,12.937355041503906,77.61134338378906
ZM1493,Koramangala 7th Block,Pubs and bars,Yes,Yes,1300.0,4.26,1221.4666666666667,15,12.937355041503906,77.61134338378906
ZM1494,Lavelle Road,Buffet,No,No,1210.4166666666667,3.516666666666666,191.54166666666666,24,12.9667405188518,77.5965726450605
ZM1495,Lavelle Road,Buffet,No,Yes,1854.5454545454545,4.081818181818182,474.40909090909093,22,12.9667405188518,77.5965726450605
ZM1496,Lavelle Road,Buffet,Yes,No,1258.3333333333333,3.983333333333333,647.8333333333334,6,12.9667405188518,77.5965726450605
ZM1497,Lavelle Road,Buffet,Yes,Yes,1523.076923076923,4.146153846153846,1224.6923076923076,13,12.9667405188518,77.5965726450605
ZM1498,Lavelle Road,Cafes,No,No,703.3333333333334,3.802564102564103,299.2391304347826,46,12.9667405188518,77.5965726450605
ZM1499,Lavelle Road,Cafes,No,Yes,1375.0,3.9166666666666665,505.3333333333333,6,12.9667405188518,77.5965726450605
ZM1500,Lavelle Road,Cafes,Yes,No,554.1666666666666,3.9047619047619047,384.4583333333333,24,12.9667405188518,77.5965726450605
ZM1501,Lavelle Road,Cafes,Yes,Yes,1078.5714285714287,4.314285714285714,1856.857142857143,7,12.9667405188518,77.5965726450605
ZM1502,Lavelle Road,Delivery,No,No,408.1818181818182,3.561029411764706,107.39189189189189,222,12.9667405188518,77.5965726450605
ZM1503,Lavelle Road,Delivery,No,Yes,1250.0,4.1875,1260.5,8,12.9667405188518,77.5965726450605
ZM1504,Lavelle Road,Delivery,Yes,No,483.8093841642229,3.6806451612903226,194.03519061583577,341,12.9667405188518,77.5965726450605
ZM1505,Lavelle Road,Delivery,Yes,Yes,1286.842105263158,4.1421052631578945,1165.3508771929824,57,12.9667405188518,77.5965726450605
ZM1506,Lavelle Road,Desserts,No,No,385.5263157894737,3.7,81.84415584415585,77,12.9667405188518,77.5965726450605
ZM1507,Lavelle Road,Desserts,No,Yes,1733.3333333333333,4.066666666666666,756.6666666666666,3,12.9667405188518,77.5965726450605
ZM1508,Lavelle Road,Desserts,Yes,No,393.1914893617021,3.925,175.2127659574468,47,12.9667405188518,77.5965726450605
ZM1509,Lavelle Road,Desserts,Yes,Yes,940.0,4.26,1706.6,5,12.9667405188518,77.5965726450605
ZM1510,Lavelle Road,Dine-out,No,No,582.6555023923445,3.5931596091205207,147.85377358490567,424,12.9667405188518,77.5965726450605
ZM1511,Lavelle Road,Dine-out,No,Yes,2026.9607843137255,4.167326732673267,740.8333333333334,102,12.9667405188518,77.5965726450605
ZM1512,Lavelle Road,Dine-out,Yes,No,575.6024096385543,3.7183544303797467,288.7530120481928,166,12.9667405188518,77.5965726450605
ZM1513,Lavelle Road,Dine-out,Yes,Yes,1299.1379310344828,4.155172413793103,1166.4655172413793,58,12.9667405188518,77.5965726450605
ZM1514,Lavelle Road,Drinks & Night Life,No,No,1269.1176470588234,3.7161290322580647,366.27777777777777,36,12.9667405188518,77.5965726450605
ZM1515,Lavelle Road,Drinks & Night Life,No,Yes,1884.375,4.165625,936.34375,32,12.9667405188518,77.5965726450605
ZM1516,Lavelle Road,Drinks & Night Life,Yes,No,1733.3333333333333,4.0,489.0,3,12.9667405188518,77.5965726450605
ZM1517,Lavelle Road,Drinks & Night Life,Yes,Yes,1440.0,4.2733333333333325,1266.5333333333333,15,12.9667405188518,77.5965726450605
ZM1518,MG Road,Buffet,No,No,1268.421052631579,3.547368421052631,233.8421052631579,19,12.9765559257608,77.5998596187669
ZM1519,MG Road,Buffet,No,Yes,1800.0,4.122222222222223,559.5,18,12.9765559257608,77.5998596187669
ZM1520,MG Road,Buffet,Yes,No,1250.0,3.9799999999999995,751.6,5,12.9765559257608,77.5998596187669
ZM1521,MG Road,Buffet,Yes,Yes,1500.0,4.158333333333333,1322.1666666666667,12,12.9765559257608,77.5998596187669
ZM1522,MG Road,Cafes,No,No,678.75,3.8194444444444446,321.6666666666667,42,12.9765559257608,77.5998596187669
ZM1523,MG Road,Cafes,No,Yes,1500.0,3.94,548.4,5,12.9765559257608,77.5998596187669
ZM1524,MG Road,Cafes,Yes,No,566.0,3.8636363636363638,380.56,25,12.9765559257608,77.5998596187669
ZM1525,MG Road,Cafes,Yes,Yes,1078.5714285714287,4.328571428571428,1862.857142857143,7,12.9765559257608,77.5998596187669
ZM1526,MG Road,Delivery,No,No,415.6108597285068,3.578231292517007,126.82683982683983,231,12.9765559257608,77.5998596187669
ZM1527,MG Road,Delivery,No,Yes,1300.0,4.075,956.5,8,12.9765559257608,77.5998596187669
ZM1528,MG Road,Delivery,Yes,No,486.54117647058825,3.710526315789474,238.22588235294117,425,12.9765559257608,77.5998596187669
ZM1529,MG Road,Delivery,Yes,Yes,1242.6666666666667,4.148648648648648,1139.1866666666667,75,12.9765559257608,77.5998596187669
ZM1530,MG Road,Desserts,No,No,366.6666666666667,3.7263157894736842,90.41176470588235,85,12.9765559257608,77.5998596187669
ZM1531,MG Road,Desserts,No,Yes,1800.0,4.074999999999999,593.75,4,12.9765559257608,77.5998596187669
ZM1532,MG Road,Desserts,Yes,No,414.468085106383,3.8790697674418606,171.63829787234042,47,12.9765559257608,77.5998596187669
ZM1533,MG Road,Desserts,Yes,Yes,940.0,4.279999999999999,1714.8,5,12.9765559257608,77.5998596187669
ZM1534,MG Road,Dine-out,No,No,615.0621118012423,3.595850622406639,194.659509202454,326,12.9765559257608,77.5998596187669
ZM1535,MG Road,Dine-out,No,Yes,1957.3033707865168,4.185227272727273,805.4157303370787,89,12.9765559257608,77.5998596187669
ZM1536,MG Road,Dine-out,Yes,No,549.7237569060774,3.7208333333333337,273.98342541436466,181,12.9765559257608,77.5998596187669
ZM1537,MG Road,Dine-out,Yes,Yes,1305.7692307692307,4.15,1224.3846153846155,52,12.9765559257608,77.5998596187669
ZM1538,MG Road,Drinks & Night Life,No,No,1400.0,3.8366666666666664,715.6875,32,12.9765559257608,77.5998596187669
ZM1539,MG Road,Drinks & Night Life,No,Yes,1748.3870967741937,4.212903225806452,1286.4516129032259,31,12.9765559257608,77.5998596187669
ZM1540,MG Road,Drinks & Night Life,Yes,No,1750.0,4.0,609.0,2,12.9765559257608,77.5998596187669
ZM1541,MG Road,Drinks & Night Life,Yes,Yes,1690.0,4.32,2184.5,10,12.9765559257608,77.5998596187669
ZM1542,MG Road,Pubs and bars,No,No,1291.0714285714287,3.7680000000000002,506.26666666666665,30,12.9765559257608,77.5998596187669
ZM1543,MG Road,Pubs and bars,No,Yes,1666.6666666666667,4.188888888888889,1092.851851851852,27,12.9765559257608,77.5998596187669
ZM1544,MG Road,Pubs and bars,Yes,No,1733.3333333333333,4.05,462.0,3,12.9765559257608,77.5998596187669
ZM1545,MG Road,Pubs and bars,Yes,Yes,1440.0,4.28,1271.6,15,12.9765559257608,77.5998596187669
ZM1546,Malleshwaram,Buffet,No,No,1266.6666666666667,3.9333333333333336,742.0,3,12.976746559143066,77.57527923583984
ZM1547,Malleshwaram,Buffet,No,Yes,1720.8333333333333,4.208333333333333,610.1666666666666,12,12.976746559143066,77.57527923583984
ZM1548,Malleshwaram,Buffet,Yes,No,766.6666666666666,3.6,220.0,3,12.976746559143066,77.57527923583984
ZM1549,Malleshwaram,Buffet,Yes,Yes,1175.0,4.2,665.0,4,12.976746559143066,77.57527923583984
ZM1550,Malleshwaram,Cafes,No,No,481.25,3.707142857142857,60.6875,16,12.976746559143066,77.57527923583984
ZM1551,Malleshwaram,Cafes,No,Yes,1000.0,4.3,476.0,1,12.976746559143066,77.57527923583984
ZM1552,Malleshwaram,Cafes,Yes,No,550.0,3.909090909090909,341.54545454545456,11,12.976746559143066,77.57527923583984
